transaction_id,sender_id,receiver_id,amount,timestamp
T00000103,B2,B3,7150,2024-01-01 10:42:00
T00000104,B3,B4,1704,2024-01-01 10:43:00
T00000105,B4,B1,804,2024-01-01 10:44:00
T00000106,A1,A2,2979,2024-01-01 10:45:00
T00000107,A2,A3,8322,2024-01-01 10:46:00
T00000108,N9,N192,3990,2024-01-01 10:47:00
T00000109,N72,N194,7440,2024-01-01 10:48:00
T00000110,N118,N109,2497,2024-01-01 10:49:00
T00000111,FI6,HUB_FI,9519,2024-01-01 10:50:00
T00000112,N36,N97,9972,2024-01-01 10:51:00
T00000113,N65,N84,6167,2024-01-01 10:52:00
T00000114,N150,N177,7672,2024-01-01 10:53:00
T00000115,N185,N73,7956,2024-01-01 10:54:00
T00000116,N122,N106,1856,2024-01-01 10:55:00
T00000117,N54,N97,9533,2024-01-01 10:56:00
T00000118,N146,N157,5626,2024-01-01 10:57:00
T00000119,N51,N96,9295,2024-01-01 10:58:00
T00000120,N106,N7,1908,2024-01-01 10:59:00
T00000121,A2,A3,8369,2024-01-01 11:00:00
T00000122,A3,A1,8615,2024-01-01 11:01:00
T00000123,B1,B2,1545,2024-01-01 11:02:00
T00000124,B2,B3,7763,2024-01-01 11:03:00
T00000125,B3,B4,779,2024-01-01 11:04:00
T00000126,B4,B1,3754,2024-01-01 11:05:00
T00000127,A1,A2,5516,2024-01-01 11:06:00
T00000128,N15,N68,8492,2024-01-01 11:07:00
T00000129,N113,N149,1687,2024-01-01 11:08:00
T00000130,N174,N170,7295,2024-01-01 11:09:00
T00000131,FI5,HUB_FI,1959,2024-01-01 11:10:00
T00000132,N40,N184,6010,2024-01-01 11:11:00
T00000133,N81,N134,7889,2024-01-01 11:12:00
T00000134,N66,N61,9053,2024-01-01 11:13:00
T00000135,N70,N35,7442,2024-01-01 11:14:00
T00000136,HUB_FO,FO3,7872,2024-01-01 11:15:00
T00000137,N83,N158,5107,2024-01-01 11:16:00
T00000138,N127,N97,588,2024-01-01 11:17:00
T00000139,N62,N186,9465,2024-01-01 11:18:00
T00000140,N92,N107,4513,2024-01-01 11:19:00
T00000141,A1,A2,5397,2024-01-01 11:20:00
T00000142,A2,A3,7113,2024-01-01 11:21:00
T00000143,A3,A1,3231,2024-01-01 11:22:00
T00000144,B1,B2,9269,2024-01-01 11:23:00
T00000145,B2,B3,6880,2024-01-01 11:24:00
T00000146,B3,B4,6444,2024-01-01 11:25:00
T00000147,B4,B1,3515,2024-01-01 11:26:00
T00000148,N193,N163,9308,2024-01-01 11:27:00
T00000149,N40,N154,1324,2024-01-01 11:28:00
T00000150,N96,N171,8569,2024-01-01 11:29:00
T00000151,FI10,HUB_FI,4651,2024-01-01 11:30:00
T00000152,N150,N135,2149,2024-01-01 11:31:00
T00000153,N62,N81,7423,2024-01-01 11:32:00
T00000154,N136,N76,7965,2024-01-01 11:33:00
T00000155,N125,N10,9843,2024-01-01 11:34:00
T00000156,N24,N185,4646,2024-01-01 11:35:00
T00000157,N46,N164,7128,2024-01-01 11:36:00
T00000158,N85,N112,8993,2024-01-01 11:37:00
T00000159,N102,N65,4697,2024-01-01 11:38:00
T00000160,N128,N152,4393,2024-01-01 11:39:00
T00000161,B4,B1,3089,2024-01-01 11:40:00
T00000162,A1,A2,3241,2024-01-01 11:41:00
T00000163,A2,A3,5582,2024-01-01 11:42:00
T00000164,A3,A1,452,2024-01-01 11:43:00
T00000165,B1,B2,7352,2024-01-01 11:44:00
T00000166,B2,B3,8042,2024-01-01 11:45:00
T00000167,B3,B4,1777,2024-01-01 11:46:00
T00000168,N55,N100,5842,2024-01-01 11:47:00
T00000169,N150,N159,6561,2024-01-01 11:48:00
T00000170,N120,N42,3576,2024-01-01 11:49:00
T00000171,FI4,HUB_FI,7340,2024-01-01 11:50:00
T00000172,N48,N141,1228,2024-01-01 11:51:00
T00000173,N55,N169,107,2024-01-01 11:52:00
T00000174,N130,N160,8992,2024-01-01 11:53:00
T00000175,N123,N26,9578,2024-01-01 11:54:00
T00000176,N31,N196,5047,2024-01-01 11:55:00
T00000177,N176,N47,7735,2024-01-01 11:56:00
T00000178,N99,N121,5697,2024-01-01 11:57:00
T00000179,N199,N191,597,2024-01-01 11:58:00
T00000180,N49,N58,6716,2024-01-01 11:59:00
T00000181,B3,B4,6448,2024-01-01 12:00:00
T00000182,B4,B1,1497,2024-01-01 12:01:00
T00000183,A1,A2,8902,2024-01-01 12:02:00
T00000184,A2,A3,7855,2024-01-01 12:03:00
T00000185,A3,A1,9608,2024-01-01 12:04:00
T00000186,B1,B2,4785,2024-01-01 12:05:00
T00000187,B2,B3,5656,2024-01-01 12:06:00
T00000188,N61,N132,1069,2024-01-01 12:07:00
T00000189,N161,N113,356,2024-01-01 12:08:00
T00000190,N76,N56,2128,2024-01-01 12:09:00
T00000191,FI1,HUB_FI,9064,2024-01-01 12:10:00
T00000192,N113,N142,5229,2024-01-01 12:11:00
T00000193,N108,N46,6716,2024-01-01 12:12:00
T00000194,N102,N103,5889,2024-01-01 12:13:00
T00000195,N119,N165,779,2024-01-01 12:14:00
T00000196,HUB_FO,FO10,2922,2024-01-01 12:15:00
T00000197,N184,N140,7668,2024-01-01 12:16:00
T00000198,N38,N28,8090,2024-01-01 12:17:00
T00000199,N12,N40,3529,2024-01-01 12:18:00
T00000200,N144,N100,7883,2024-01-01 12:19:00
T00000201,B2,B3,1023,2024-01-01 12:20:00
T00000202,B3,B4,6889,2024-01-01 12:21:00
T00000203,B4,B1,4515,2024-01-01 12:22:00
T00000204,A1,A2,8212,2024-01-01 12:23:00
T00000205,A2,A3,9370,2024-01-01 12:24:00
T00000206,A3,A1,216,2024-01-01 12:25:00
T00000207,B1,B2,8453,2024-01-01 12:26:00
T00000208,N129,N200,5744,2024-01-01 12:27:00
T00000209,N41,N112,7479,2024-01-01 12:28:00
T00000210,N164,N55,1177,2024-01-01 12:29:00
T00000211,FI10,HUB_FI,3538,2024-01-01 12:30:00
T00000212,N161,N174,3496,2024-01-01 12:31:00
T00000213,N74,N96,3879,2024-01-01 12:32:00
T00000214,N149,N115,734,2024-01-01 12:33:00
T00000215,N85,N180,1698,2024-01-01 12:34:00
T00000216,N21,N173,5937,2024-01-01 12:35:00
T00000217,N15,N2,8442,2024-01-01 12:36:00
T00000218,N16,N31,1692,2024-01-01 12:37:00
T00000219,N4,N15,7725,2024-01-01 12:38:00
T00000220,N30,N2,7140,2024-01-01 12:39:00
T00000221,B1,B2,4406,2024-01-01 12:40:00
T00000222,B2,B3,5058,2024-01-01 12:41:00
T00000223,B3,B4,5837,2024-01-01 12:42:00
T00000224,B4,B1,7731,2024-01-01 12:43:00
T00000225,A1,A2,8309,2024-01-01 12:44:00
T00000226,A2,A3,4394,2024-01-01 12:45:00
T00000227,A3,A1,7173,2024-01-01 12:46:00
T00000228,N25,N45,8043,2024-01-01 12:47:00
T00000229,N180,N189,3719,2024-01-01 12:48:00
T00000230,N146,N110,3907,2024-01-01 12:49:00
T00000231,FI8,HUB_FI,8003,2024-01-01 12:50:00
T00000232,N42,N134,6663,2024-01-01 12:51:00
T00000233,N66,N62,2545,2024-01-01 12:52:00
T00000234,N102,N151,5733,2024-01-01 12:53:00
T00000235,N130,N126,473,2024-01-01 12:54:00
T00000236,N131,N178,3556,2024-01-01 12:55:00
T00000237,N91,N1,4361,2024-01-01 12:56:00
T00000238,N20,N160,5127,2024-01-01 12:57:00
T00000239,N114,N167,7021,2024-01-01 12:58:00
T00000240,N88,N166,9673,2024-01-01 12:59:00
T00000241,A3,A1,4918,2024-01-01 13:00:00
T00000242,B1,B2,9122,2024-01-01 13:01:00
T00000243,B2,B3,5880,2024-01-01 13:02:00
T00000244,B3,B4,5258,2024-01-01 13:03:00
T00000245,B4,B1,555,2024-01-01 13:04:00
T00000246,A1,A2,8553,2024-01-01 13:05:00
T00000247,A2,A3,976,2024-01-01 13:06:00
T00000248,N195,N4,6600,2024-01-01 13:07:00
T00000249,N117,N2,8150,2024-01-01 13:08:00
T00000250,N48,N113,2681,2024-01-01 13:09:00
T00000251,FI5,HUB_FI,921,2024-01-01 13:10:00
T00000252,N57,N146,574,2024-01-01 13:11:00
T00000253,N31,N119,4629,2024-01-01 13:12:00
T00000254,N109,N138,6285,2024-01-01 13:13:00
T00000255,N17,N33,6253,2024-01-01 13:14:00
T00000256,HUB_FO,FO6,7347,2024-01-01 13:15:00
T00000257,N33,N135,1575,2024-01-01 13:16:00
T00000258,N174,N69,2013,2024-01-01 13:17:00
T00000259,N21,N69,2452,2024-01-01 13:18:00
T00000260,N181,N6,7489,2024-01-01 13:19:00
T00000261,A2,A3,9982,2024-01-01 13:20:00
T00000262,A3,A1,4166,2024-01-01 13:21:00
T00000263,B1,B2,922,2024-01-01 13:22:00
T00000264,B2,B3,3067,2024-01-01 13:23:00
T00000265,B3,B4,1006,2024-01-01 13:24:00
T00000266,B4,B1,3585,2024-01-01 13:25:00
T00000267,A1,A2,1801,2024-01-01 13:26:00
T00000268,N139,N72,4854,2024-01-01 13:27:00
T00000269,N16,N131,3798,2024-01-01 13:28:00
T00000270,N69,N122,9537,2024-01-01 13:29:00
T00000271,FI7,HUB_FI,3274,2024-01-01 13:30:00
T00000272,N126,N135,1815,2024-01-01 13:31:00
T00000273,N137,N1,2972,2024-01-01 13:32:00
T00000274,N6,N62,5391,2024-01-01 13:33:00
T00000275,N166,N105,1585,2024-01-01 13:34:00
T00000276,N45,N108,5767,2024-01-01 13:35:00
T00000277,N142,N8,3536,2024-01-01 13:36:00
T00000278,N26,N118,9092,2024-01-01 13:37:00
T00000279,N33,N38,6602,2024-01-01 13:38:00
T00000280,N22,N156,2861,2024-01-01 13:39:00
T00000281,A1,A2,7403,2024-01-01 13:40:00
T00000282,A2,A3,2724,2024-01-01 13:41:00
T00000283,A3,A1,175,2024-01-01 13:42:00
T00000284,B1,B2,946,2024-01-01 13:43:00
T00000285,B2,B3,9581,2024-01-01 13:44:00
T00000286,B3,B4,370,2024-01-01 13:45:00
T00000287,B4,B1,9792,2024-01-01 13:46:00
T00000288,N117,N128,4036,2024-01-01 13:47:00
T00000289,N133,N160,9519,2024-01-01 13:48:00
T00000290,N96,N101,5624,2024-01-01 13:49:00
T00000291,FI8,HUB_FI,2778,2024-01-01 13:50:00
T00000292,N75,N8,4585,2024-01-01 13:51:00
T00000293,N48,N120,7544,2024-01-01 13:52:00
T00000294,N16,N152,3490,2024-01-01 13:53:00
T00000295,N159,N7,5874,2024-01-01 13:54:00
T00000296,N145,N94,6783,2024-01-01 13:55:00
T00000297,N27,N112,8084,2024-01-01 13:56:00
T00000298,N61,N104,3012,2024-01-01 13:57:00
T00000299,N138,N28,3797,2024-01-01 13:58:00
T00000300,N34,N86,2075,2024-01-01 13:59:00
T00000301,B4,B1,9316,2024-01-01 14:00:00
T00000302,A1,A2,3939,2024-01-01 14:01:00
T00000303,A2,A3,9794,2024-01-01 14:02:00
T00000304,A3,A1,9709,2024-01-01 14:03:00
T00000305,B1,B2,9900,2024-01-01 14:04:00
T00000306,B2,B3,2287,2024-01-01 14:05:00
T00000307,B3,B4,508,2024-01-01 14:06:00
T00000308,N97,N116,111,2024-01-01 14:07:00
T00000309,N122,N166,5172,2024-01-01 14:08:00
T00000310,N10,N45,2439,2024-01-01 14:09:00
T00000311,FI3,HUB_FI,6393,2024-01-01 14:10:00
T00000312,N70,N135,1545,2024-01-01 14:11:00
T00000313,N33,N134,9575,2024-01-01 14:12:00
T00000314,N51,N131,2750,2024-01-01 14:13:00
T00000315,N112,N21,8139,2024-01-01 14:14:00
T00000316,HUB_FO,FO3,3849,2024-01-01 14:15:00
T00000317,N52,N196,5631,2024-01-01 14:16:00
T00000318,N55,N111,359,2024-01-01 14:17:00
T00000319,N132,N90,9854,2024-01-01 14:18:00
T00000320,N137,N135,544,2024-01-01 14:19:00
T00000321,B3,B4,3021,2024-01-01 14:20:00
T00000322,B4,B1,3559,2024-01-01 14:21:00
T00000323,A1,A2,2218,2024-01-01 14:22:00
T00000324,A2,A3,7741,2024-01-01 14:23:00
T00000325,A3,A1,8416,2024-01-01 14:24:00
T00000326,B1,B2,4810,2024-01-01 14:25:00
T00000327,B2,B3,8009,2024-01-01 14:26:00
T00000328,N130,N43,6463,2024-01-01 14:27:00
T00000329,N61,N133,5283,2024-01-01 14:28:00
T00000330,N42,N169,5347,2024-01-01 14:29:00
T00000331,FI10,HUB_FI,1997,2024-01-01 14:30:00
T00000332,N78,N149,1696,2024-01-01 14:31:00
T00000333,N81,N13,4396,2024-01-01 14:32:00
T00000334,N39,N59,4842,2024-01-01 14:33:00
T00000335,N197,N98,5655,2024-01-01 14:34:00
T00000336,N143,N191,747,2024-01-01 14:35:00
T00000337,N14,N48,6317,2024-01-01 14:36:00
T00000338,N51,N98,167,2024-01-01 14:37:00
T00000339,N104,N142,151,2024-01-01 14:38:00
T00000340,N140,N182,8729,2024-01-01 14:39:00
T00000341,B2,B3,4292,2024-01-01 14:40:00
T00000342,B3,B4,4593,2024-01-01 14:41:00
T00000343,B4,B1,258,2024-01-01 14:42:00
T00000344,A1,A2,3791,2024-01-01 14:43:00
T00000345,A2,A3,9871,2024-01-01 14:44:00
T00000346,A3,A1,3529,2024-01-01 14:45:00
T00000347,B1,B2,9786,2024-01-01 14:46:00
T00000348,N110,N42,4324,2024-01-01 14:47:00
T00000349,N33,N166,378,2024-01-01 14:48:00
T00000350,N15,N84,3119,2024-01-01 14:49:00
T00000351,FI4,HUB_FI,6958,2024-01-01 14:50:00
T00000352,N78,N27,5809,2024-01-01 14:51:00
T00000353,N24,N170,6318,2024-01-01 14:52:00
T00000354,N138,N85,5230,2024-01-01 14:53:00
T00000355,N183,N84,3842,2024-01-01 14:54:00
T00000356,N99,N19,7377,2024-01-01 14:55:00
T00000357,N51,N27,4305,2024-01-01 14:56:00
T00000358,N152,N42,6201,2024-01-01 14:57:00
T00000359,N179,N112,8770,2024-01-01 14:58:00
T00000360,N167,N21,4800,2024-01-01 14:59:00
T00000361,B1,B2,1946,2024-01-01 15:00:00
T00000362,B2,B3,2456,2024-01-01 15:01:00
T00000363,B3,B4,335,2024-01-01 15:02:00
T00000364,B4,B1,166,2024-01-01 15:03:00
T00000365,A1,A2,2321,2024-01-01 15:04:00
T00000366,A2,A3,8924,2024-01-01 15:05:00
T00000367,A3,A1,4382,2024-01-01 15:06:00
T00000368,N56,N179,633,2024-01-01 15:07:00
T00000369,N159,N36,4793,2024-01-01 15:08:00
T00000370,N123,N47,1503,2024-01-01 15:09:00
T00000371,FI4,HUB_FI,7384,2024-01-01 15:10:00
T00000372,N107,N84,1057,2024-01-01 15:11:00
T00000373,N191,N107,2152,2024-01-01 15:12:00
T00000374,N151,N195,7953,2024-01-01 15:13:00
T00000375,N73,N187,2032,2024-01-01 15:14:00
T00000376,HUB_FO,FO6,927,2024-01-01 15:15:00
T00000377,N77,N148,576,2024-01-01 15:16:00
T00000378,N67,N27,9543,2024-01-01 15:17:00
T00000379,N25,N143,354,2024-01-01 15:18:00
T00000380,N149,N193,3326,2024-01-01 15:19:00
T00000381,A3,A1,4110,2024-01-01 15:20:00
T00000382,B1,B2,6145,2024-01-01 15:21:00
T00000383,B2,B3,6525,2024-01-01 15:22:00
T00000384,B3,B4,715,2024-01-01 15:23:00
T00000385,B4,B1,6236,2024-01-01 15:24:00
T00000386,A1,A2,1401,2024-01-01 15:25:00
T00000387,A2,A3,7019,2024-01-01 15:26:00
T00000388,N179,N165,4952,2024-01-01 15:27:00
T00000389,N151,N21,8451,2024-01-01 15:28:00
T00000390,N42,N34,3165,2024-01-01 15:29:00
T00000391,FI5,HUB_FI,421,2024-01-01 15:30:00
T00000392,N165,N104,9502,2024-01-01 15:31:00
T00000393,N3,N133,8755,2024-01-01 15:32:00
T00000394,N40,N124,4336,2024-01-01 15:33:00
T00000395,N196,N297,2704,2024-01-01 15:34:00
T00000396,N131,N136,4918,2024-01-01 15:35:00
T00000397,N177,N132,5353,2024-01-01 15:36:00
T00000398,N121,N9,8997,2024-01-01 15:37:00
T00000399,N76,N12,1127,2024-01-01 15:38:00
T00000400,N59,N22,9575,2024-01-01 15:39:00
T00000401,A2,A3,1565,2024-01-01 15:40:00
T00000402,A3,A1,5941,2024-01-01 15:41:00
T00000403,B1,B2,9136,2024-01-01 15:42:00
T00000404,B2,B3,5555,2024-01-01 15:43:00
T00000405,B3,B4,5096,2024-01-01 15:44:00
T00000406,B4,B1,8500,2024-01-01 15:45:00
T00000407,A1,A2,3522,2024-01-01 15:46:00
T00000408,N193,N197,791,2024-01-01 15:47:00
T00000409,N173,N81,1392,2024-01-01 15:48:00
T00000410,N106,N121,2233,2024-01-01 15:49:00
T00000411,FI2,HUB_FI,1077,2024-01-01 15:50:00
T00000412,N106,N174,8431,2024-01-01 15:51:00
T00000413,N177,N99,6645,2024-01-01 15:52:00
T00000414,N81,N30,3340,2024-01-01 15:53:00
T00000415,N4,N178,3495,2024-01-01 15:54:00
T00000416,N172,N102,9987,2024-01-01 15:55:00
T00000417,N168,N142,3240,2024-01-01 15:56:00
T00000418,N128,N142,1258,2024-01-01 15:57:00
T00000419,N190,N4,1928,2024-01-01 15:58:00
T00000420,N153,N180,1397,2024-01-01 15:59:00
T00000421,A1,A2,6191,2024-01-01 16:00:00
T00000422,A2,A3,4749,2024-01-01 16:01:00
T00000423,A3,A1,584,2024-01-01 16:02:00
T00000424,B1,B2,3584,2024-01-01 16:03:00
T00000425,B2,B3,3558,2024-01-01 16:04:00
T00000426,B3,B4,9872,2024-01-01 16:05:00
T00000427,B4,B1,3884,2024-01-01 16:06:00
T00000428,N127,N34,8135,2024-01-01 16:07:00
T00000429,N164,N172,1940,2024-01-01 16:08:00
T00000430,N149,N37,4492,2024-01-01 16:09:00
T00000431,FI8,HUB_FI,2182,2024-01-01 16:10:00
T00000432,N65,N190,2393,2024-01-01 16:11:00
T00000433,N35,N183,9673,2024-01-01 16:12:00
T00000434,N56,N45,7731,2024-01-01 16:13:00
T00000435,N29,N190,5629,2024-01-01 16:14:00
T00000436,HUB_FO,FO7,1591,2024-01-01 16:15:00
T00000437,N110,N74,6501,2024-01-01 16:16:00
T00000438,N99,N198,5356,2024-01-01 16:17:00
T00000439,N71,N84,8227,2024-01-01 16:18:00
T00000440,N1,N145,7335,2024-01-01 16:19:00
T00000441,B4,B1,1990,2024-01-01 16:20:00
T00000442,A1,A2,9042,2024-01-01 16:21:00
T00000443,A2,A3,5295,2024-01-01 16:22:00
T00000444,A3,A1,9325,2024-01-01 16:23:00
T00000445,B1,B2,2526,2024-01-01 16:24:00
T00000446,B2,B3,5402,2024-01-01 16:25:00
T00000447,B3,B4,8102,2024-01-01 16:26:00
T00000448,N17,N142,707,2024-01-01 16:27:00
T00000449,N126,N121,2929,2024-01-01 16:28:00
T00000450,N108,N21,8255,2024-01-01 16:29:00
T00000451,FI5,HUB_FI,1124,2024-01-01 16:30:00
T00000452,N149,N190,117,2024-01-01 16:31:00
T00000453,N112,N166,5296,2024-01-01 16:32:00
T00000454,N13,N139,5422,2024-01-01 16:33:00
T00000455,N179,N172,2117,2024-01-01 16:34:00
T00000456,N74,N161,4174,2024-01-01 16:35:00
T00000457,N33,N192,9420,2024-01-01 16:36:00
T00000458,N131,N60,6042,2024-01-01 16:37:00
T00000459,N153,N134,1231,2024-01-01 16:38:00
T00000460,N188,N199,7895,2024-01-01 16:39:00
T00000461,B3,B4,130,2024-01-01 16:40:00
T00000462,B4,B1,5001,2024-01-01 16:41:00
T00000463,A1,A2,2025,2024-01-01 16:42:00
T00000464,A2,A3,2288,2024-01-01 16:43:00
T00000465,A3,A1,3896,2024-01-01 16:44:00
T00000466,B1,B2,4274,2024-01-01 16:45:00
T00000467,B2,B3,3506,2024-01-01 16:46:00
T00000468,N96,N99,9533,2024-01-01 16:47:00
T00000469,N83,N95,5400,2024-01-01 16:48:00
T00000470,N33,N30,8676,2024-01-01 16:49:00
T00000471,FI3,HUB_FI,4346,2024-01-01 16:50:00
T00000472,N198,N128,7931,2024-01-01 16:51:00
T00000473,N12,N186,5747,2024-01-01 16:52:00
T00000474,N8,N159,8347,2024-01-01 16:53:00
T00000475,N68,N106,1035,2024-01-01 16:54:00
T00000476,N40,N133,9314,2024-01-01 16:55:00
T00000477,N2,N132,7068,2024-01-01 16:56:00
T00000478,N62,N85,9375,2024-01-01 16:57:00
T00000479,N53,N104,8069,2024-01-01 16:58:00
T00000480,N131,N7,1666,2024-01-01 16:59:00
T00000481,B2,B3,7669,2024-01-01 17:00:00
T00000482,B3,B4,3475,2024-01-01 17:01:00
T00000483,B4,B1,1702,2024-01-01 17:02:00
T00000484,A1,A2,1731,2024-01-01 17:03:00
T00000485,A2,A3,8830,2024-01-01 17:04:00
T00000486,A3,A1,4709,2024-01-01 17:05:00
T00000487,B1,B2,8462,2024-01-01 17:06:00
T00000488,N108,N191,6036,2024-01-01 17:07:00
T00000489,N92,N109,2511,2024-01-01 17:08:00
T00000490,N35,N150,3708,2024-01-01 17:09:00
T00000491,FI4,HUB_FI,236,2024-01-01 17:10:00
T00000492,N45,N54,3348,2024-01-01 17:11:00
T00000493,N42,N29,2124,2024-01-01 17:12:00
T00000494,N38,N150,8112,2024-01-01 17:13:00
T00000495,N194,N277,1367,2024-01-01 17:14:00
T00000496,HUB_FO,FO5,5788,2024-01-01 17:15:00
T00000497,N70,N114,4267,2024-01-01 17:16:00
T00000498,N35,N170,4970,2024-01-01 17:17:00
T00000499,N27,N140,4101,2024-01-01 17:18:00
T00000500,N56,N128,2196,2024-01-01 17:19:00
T00000501,B1,B2,6343,2024-01-01 17:20:00
T00000502,B2,B3,340,2024-01-01 17:21:00
T00000503,B3,B4,3190,2024-01-01 17:22:00
T00000504,B4,B1,7467,2024-01-01 17:23:00
T00000505,A1,A2,7561,2024-01-01 17:24:00
T00000506,A2,A3,5144,2024-01-01 17:25:00
T00000507,A3,A1,3578,2024-01-01 17:26:00
T00000508,N172,N133,9671,2024-01-01 17:27:00
T00000509,N73,N69,3864,2024-01-01 17:28:00
T00000510,N90,N3,9356,2024-01-01 17:29:00
T00000511,FI2,HUB_FI,5191,2024-01-01 17:30:00
T00000512,N2,N81,8269,2024-01-01 17:31:00
